InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
570485,00016,Product_00016,48,2022-01-19 13:00:00,14.22,13584.0,United Kingdom
553597,00045,Product_00045,55,2023-12-27 09:00:00,23.82,12263.0,United Kingdom
547488,00009,Product_00009,123,2023-02-20 03:00:00,31.79,11113.0,United Kingdom
516221,00021,Product_00021,84,2023-10-06 05:00:00,24.45,17416.0,United Kingdom
569175,00028,Product_00028,43,2023-12-04 07:00:00,44.2,16827.0,United Kingdom
596533,00049,Product_00049,30,2023-11-15 19:00:00,13.64,12542.0,United Kingdom
551564,00042,Product_00042,11,2023-03-28 23:00:00,22.76,19966.0,United Kingdom
582004,00023,Product_00023,98,2022-05-15 20:00:00,47.81,17508.0,United Kingdom
522965,00011,Product_00011,84,2023-07-16 23:00:00,47.1,11819.0,United Kingdom
565120,00022,Product_00022,45,2023-05-09 16:00:00,22.25,19811.0,United Kingdom
555544,00030,Product_00030,92,2023-07-03 03:00:00,38.2,14000.0,United Kingdom
594964,00001,Product_00001,49,2023-04-14 23:00:00,45.54,16951.0,United Kingdom
535927,00024,Product_00024,86,2022-03-24 11:00:00,42.42,12723.0,United Kingdom
513055,00002,Product_00002,20,2023-01-11 07:00:00,49.64,12969.0,United Kingdom
515512,00002,Product_00002,64,2022-04-07 22:00:00,49.64,12619.0,United Kingdom
533953,00032,Product_00032,47,2022-04-08 02:00:00,19.75,16551.0,United Kingdom
526134,00012,Product_00012,99,2022-02-11 18:00:00,8.07,17289.0,United Kingdom
594172,00018,Product_00018,32,2023-02-10 14:00:00,46.97,19916.0,United Kingdom
524443,00036,Product_00036,14,2022-09-26 16:00:00,12.24,10412.0,United Kingdom
598311,00019,Product_00019,22,2022-10-12 21:00:00,29.3,19421.0,United Kingdom
584127,00047,Product_00047,118,2023-06-01 12:00:00,26.43,19781.0,United Kingdom
516340,00001,Product_00001,174,2022-11-03 10:00:00,33.74,11926.0,United Kingdom
511157,00050,Product_00050,63,2023-08-17 19:00:00,8.81,14067.0,United Kingdom
521392,00043,Product_00043,67,2022-04-16 09:00:00,44.07,15306.0,United Kingdom
586713,00035,Product_00035,15,2023-07-05 09:00:00,23.95,12565.0,United Kingdom
524863,00042,Product_00042,45,2022-06-13 00:00:00,22.76,12680.0,United Kingdom
585872,00029,Product_00029,69,2023-04-17 12:00:00,5.06,13933.0,United Kingdom
522364,00014,Product_00014,14,2022-03-01 05:00:00,8.11,17988.0,United Kingdom
541491,00037,Product_00037,39,2023-07-17 22:00:00,9.35,15915.0,United Kingdom
583064,00002,Product_00002,11,2023-04-10 16:00:00,49.64,16087.0,United Kingdom
526027,00010,Product_00010,40,2022-08-23 01:00:00,7.42,19705.0,United Kingdom
526737,00036,Product_00036,97,2022-02-19 19:00:00,12.24,13010.0,United Kingdom
583652,00028,Product_00028,47,2022-09-17 13:00:00,44.2,16803.0,United Kingdom
588660,00022,Product_00022,15,2022-08-10 01:00:00,30.62,12628.0,United Kingdom
567999,00034,Product_00034,130,2022-12-03 13:00:00,17.12,11553.0,United Kingdom
524437,00006,Product_00006,13,2023-10-24 16:00:00,36.56,15188.0,United Kingdom
526574,00043,Product_00043,172,2023-01-25 09:00:00,26.58,18362.0,United Kingdom
578565,00037,Product_00037,33,2023-12-19 18:00:00,9.35,17597.0,United Kingdom
593721,00032,Product_00032,52,2022-08-05 16:00:00,19.75,14029.0,United Kingdom
570198,00005,Product_00005,88,2023-02-16 10:00:00,7.5,17589.0,United Kingdom
527319,00015,Product_00015,83,2022-01-13 06:00:00,43.78,18314.0,United Kingdom
599261,00041,Product_00041,71,2022-09-12 01:00:00,32.3,19354.0,United Kingdom
515053,00047,Product_00047,94,2022-09-25 04:00:00,43.42,11714.0,United Kingdom
590247,00012,Product_00012,74,2023-01-04 04:00:00,8.07,11395.0,United Kingdom
576940,00011,Product_00011,86,2023-05-08 17:00:00,47.1,13684.0,United Kingdom
595425,00035,Product_00035,59,2022-10-06 06:00:00,23.95,11626.0,United Kingdom
517869,00005,Product_00005,39,2023-10-18 15:00:00,9.47,11451.0,United Kingdom
593058,00029,Product_00029,59,2022-08-28 07:00:00,5.06,15673.0,United Kingdom
535995,00007,Product_00007,49,2023-11-19 06:00:00,23.02,13297.0,United Kingdom
536664,00024,Product_00024,55,2023-01-01 15:00:00,42.42,15759.0,United Kingdom
551029,00028,Product_00028,27,2023-04-21 17:00:00,44.2,14923.0,United Kingdom
547485,00043,Product_00043,11,2023-02-08 06:00:00,44.07,15341.0,United Kingdom
558847,00043,Product_00043,67,2022-07-22 16:00:00,44.07,12527.0,United Kingdom
528862,00009,Product_00009,81,2023-07-16 03:00:00,44.05,17636.0,United Kingdom
577267,00037,Product_00037,56,2022-03-10 16:00:00,9.35,17802.0,United Kingdom
572680,00037,Product_00037,10,2023-10-16 05:00:00,9.35,18321.0,United Kingdom
569163,00009,Product_00009,43,2023-10-26 06:00:00,44.05,18959.0,United Kingdom
541308,00008,Product_00008,83,2022-04-10 05:00:00,38.79,13774.0,United Kingdom
589822,00041,Product_00041,74,2023-11-19 01:00:00,32.3,10640.0,United Kingdom
514288,00049,Product_00049,89,2023-05-05 09:00:00,13.64,15385.0,United Kingdom
577467,00008,Product_00008,13,2022-08-31 10:00:00,38.79,10534.0,United Kingdom
519417,00039,Product_00039,31,2023-02-16 22:00:00,32.12,18797.0,United Kingdom
558491,00043,Product_00043,54,2022-01-16 21:00:00,44.07,12915.0,United Kingdom
595195,00043,Product_00043,210,2022-07-01 12:00:00,28.29,10289.0,United Kingdom
524233,00004,Product_00004,72,2022-09-04 14:00:00,37.27,18096.0,United Kingdom
578181,00014,Product_00014,48,2022-02-24 20:00:00,5.67,13482.0,United Kingdom
594576,00030,Product_00030,73,2022-08-16 06:00:00,38.2,15160.0,United Kingdom
540442,00027,Product_00027,51,2023-07-01 03:00:00,49.91,10546.0,United Kingdom
534139,00046,Product_00046,40,2022-06-19 18:00:00,42.9,12313.0,United Kingdom
523126,00042,Product_00042,18,2023-09-10 03:00:00,22.76,16347.0,United Kingdom
550413,00020,Product_00020,103,2023-12-22 10:00:00,40.36,19503.0,United Kingdom
568743,00028,Product_00028,30,2022-11-14 13:00:00,44.2,18028.0,United Kingdom
582860,00045,Product_00045,255,2023-12-12 06:00:00,19.45,13062.0,United Kingdom
540179,00047,Product_00047,81,2023-11-03 22:00:00,43.42,19841.0,United Kingdom
579291,00024,Product_00024,81,2022-12-27 14:00:00,32.25,14928.0,United Kingdom
581463,00012,Product_00012,72,2023-06-21 08:00:00,8.07,18058.0,United Kingdom
511079,00005,Product_00005,202,2023-12-23 22:00:00,7.16,18719.0,United Kingdom
529274,00003,Product_00003,37,2023-09-15 23:00:00,30.03,17933.0,United Kingdom
528915,00006,Product_00006,71,2022-12-14 21:00:00,36.56,12103.0,United Kingdom
579634,00015,Product_00015,11,2023-03-31 13:00:00,43.78,17146.0,United Kingdom
526060,00031,Product_00031,66,2023-03-25 08:00:00,45.4,18263.0,United Kingdom
595284,00032,Product_00032,20,2023-04-28 16:00:00,19.75,13736.0,United Kingdom
514998,00017,Product_00017,35,2022-03-29 18:00:00,24.53,18237.0,United Kingdom
583737,00015,Product_00015,23,2023-07-24 13:00:00,43.78,17598.0,United Kingdom
574411,00020,Product_00020,71,2022-05-03 10:00:00,40.36,17273.0,United Kingdom
578562,00023,Product_00023,71,2022-04-14 11:00:00,47.81,10409.0,United Kingdom
555076,00011,Product_00011,66,2022-02-27 07:00:00,36.41,10763.0,United Kingdom
556675,00017,Product_00017,74,2023-02-22 07:00:00,24.53,17440.0,United Kingdom
514254,00025,Product_00025,113,2023-11-24 20:00:00,24.81,10280.0,United Kingdom
559007,00009,Product_00009,90,2023-09-20 12:00:00,44.05,11136.0,United Kingdom
564797,00050,Product_00050,41,2023-12-04 15:00:00,9.2,18127.0,United Kingdom
564649,00040,Product_00040,74,2023-03-20 22:00:00,21.51,10602.0,United Kingdom
525423,00030,Product_00030,76,2023-08-17 21:00:00,38.2,19075.0,United Kingdom
525935,00012,Product_00012,24,2023-04-27 21:00:00,8.07,12762.0,United Kingdom
579891,00036,Product_00036,73,2022-01-04 15:00:00,12.24,17119.0,United Kingdom
575065,00012,Product_00012,10,2023-01-29 00:00:00,8.07,18260.0,United Kingdom
575685,00011,Product_00011,37,2023-01-01 04:00:00,47.1,15134.0,United Kingdom
550160,00032,Product_00032,32,2022-01-08 10:00:00,19.75,13322.0,United Kingdom
526856,00015,Product_00015,95,2023-11-21 10:00:00,43.78,,United Kingdom
523629,00041,Product_00041,73,2022-04-21 00:00:00,32.3,14293.0,United Kingdom
526155,00025,Product_00025,42,2023-01-19 05:00:00,24.81,19414.0,United Kingdom
571916,00042,Product_00042,27,2022-04-11 21:00:00,17.1,13163.0,United Kingdom
593240,00019,Product_00019,87,2023-04-02 03:00:00,40.64,18124.0,United Kingdom
590571,00002,Product_00002,156,2022-02-20 17:00:00,29.83,11135.0,United Kingdom
517969,00029,Product_00029,87,2022-04-14 02:00:00,5.06,10733.0,United Kingdom
586631,00022,Product_00022,76,2022-02-08 17:00:00,30.62,14084.0,United Kingdom
596689,00041,Product_00041,81,2022-11-28 14:00:00,32.3,11623.0,United Kingdom
536987,00025,Product_00025,65,2022-03-04 14:00:00,24.81,10204.0,United Kingdom
533398,00016,Product_00016,53,2022-01-18 12:00:00,14.22,13530.0,United Kingdom
577382,00008,Product_00008,35,2023-07-20 20:00:00,38.79,18575.0,United Kingdom
517662,00010,Product_00010,45,2023-10-23 00:00:00,7.42,11051.0,United Kingdom
580333,00024,Product_00024,108,2022-08-31 22:00:00,30.19,19971.0,United Kingdom
580022,00016,Product_00016,35,2022-08-31 03:00:00,14.22,19648.0,United Kingdom
539290,00032,Product_00032,76,2022-12-26 03:00:00,19.75,10170.0,United Kingdom
516060,00015,Product_00015,85,2023-07-18 15:00:00,43.78,19907.0,United Kingdom
575988,00013,Product_00013,63,2023-11-07 23:00:00,38.9,11150.0,United Kingdom
518636,00048,Product_00048,16,2022-01-05 10:00:00,37.12,11678.0,United Kingdom
585888,00019,Product_00019,53,2022-06-18 17:00:00,40.64,13097.0,United Kingdom
596371,00036,Product_00036,100,2022-12-12 09:00:00,12.24,10946.0,United Kingdom
550526,00028,Product_00028,44,2022-03-21 07:00:00,44.2,17554.0,United Kingdom
558220,00019,Product_00019,107,2023-04-24 21:00:00,26.52,16183.0,United Kingdom
559910,00045,Product_00045,24,2022-08-13 00:00:00,31.71,10505.0,United Kingdom
529329,00004,Product_00004,87,2022-01-02 18:00:00,47.51,13453.0,United Kingdom
535002,00032,Product_00032,81,2022-03-07 17:00:00,19.75,13506.0,United Kingdom
530563,00013,Product_00013,12,2023-05-31 22:00:00,38.9,13873.0,United Kingdom
523191,00017,Product_00017,154,2022-09-03 05:00:00,15.7,12678.0,United Kingdom
543296,00025,Product_00025,97,2022-12-24 08:00:00,18.42,12404.0,United Kingdom
528662,00003,Product_00003,16,2023-07-01 02:00:00,30.03,13200.0,United Kingdom
595055,00024,Product_00024,41,2023-05-01 23:00:00,42.42,12280.0,United Kingdom
516467,00003,Product_00003,77,2022-05-30 01:00:00,30.03,15610.0,United Kingdom
518617,00043,Product_00043,116,2023-11-04 14:00:00,44.07,12372.0,United Kingdom
529451,00033,Product_00033,83,2022-08-07 12:00:00,48.99,17862.0,United Kingdom
573987,00021,Product_00021,41,2022-03-30 22:00:00,39.35,11139.0,United Kingdom
583262,00026,Product_00026,65,2022-06-12 04:00:00,38.42,11047.0,United Kingdom
578622,00047,Product_00047,63,2022-06-30 01:00:00,43.42,14937.0,United Kingdom
522623,00049,Product_00049,36,2022-08-29 16:00:00,13.64,16970.0,United Kingdom
542782,00004,Product_00004,81,2023-03-18 00:00:00,36.5,12289.0,United Kingdom
556848,00032,Product_00032,54,2023-11-03 15:00:00,19.75,17952.0,United Kingdom
510402,00012,Product_00012,63,2022-08-31 20:00:00,8.07,13146.0,United Kingdom
566534,00028,Product_00028,97,2022-01-13 07:00:00,44.2,18395.0,United Kingdom
571424,00002,Product_00002,81,2022-01-18 05:00:00,49.64,19419.0,United Kingdom
556463,00045,Product_00045,79,2023-03-01 11:00:00,31.71,19091.0,United Kingdom
562184,00040,Product_00040,68,2023-08-20 12:00:00,21.51,12565.0,United Kingdom
552817,00018,Product_00018,87,2022-10-05 20:00:00,46.97,12510.0,United Kingdom
529975,00031,Product_00031,34,2023-10-02 08:00:00,45.4,,United Kingdom
546380,00001,Product_00001,40,2022-12-08 11:00:00,45.54,19259.0,United Kingdom
557028,00038,Product_00038,42,2023-11-22 01:00:00,21.54,10292.0,United Kingdom
554859,00043,Product_00043,13,2022-07-01 10:00:00,44.07,14334.0,United Kingdom
510173,00047,Product_00047,124,2022-08-17 10:00:00,32.38,13013.0,United Kingdom
542934,00034,Product_00034,126,2023-11-01 20:00:00,17.28,14005.0,United Kingdom
592331,00025,Product_00025,42,2023-10-03 16:00:00,24.81,16205.0,United Kingdom
550528,00046,Product_00046,65,2022-05-17 07:00:00,26.73,16885.0,United Kingdom
574860,00036,Product_00036,95,2023-03-21 18:00:00,12.24,16518.0,United Kingdom
530128,00047,Product_00047,81,2022-08-13 16:00:00,43.42,14982.0,United Kingdom
544183,00042,Product_00042,119,2023-11-26 17:00:00,22.76,18904.0,United Kingdom
542750,00005,Product_00005,93,2023-08-20 05:00:00,9.47,16668.0,United Kingdom
537986,00025,Product_00025,84,2023-12-01 15:00:00,24.81,12912.0,United Kingdom
566728,00030,Product_00030,14,2022-01-29 21:00:00,38.2,18437.0,United Kingdom
580699,00018,Product_00018,67,2022-02-18 17:00:00,46.97,18346.0,United Kingdom
516177,00031,Product_00031,178,2022-12-26 07:00:00,34.33,18669.0,United Kingdom
547928,00033,Product_00033,33,2022-11-21 06:00:00,48.99,17173.0,United Kingdom
596015,00017,Product_00017,22,2023-08-01 08:00:00,24.53,11367.0,United Kingdom
588130,00026,Product_00026,45,2023-01-18 06:00:00,38.42,10217.0,United Kingdom
515538,00047,Product_00047,38,2023-04-19 00:00:00,43.42,13861.0,United Kingdom
553983,00029,Product_00029,35,2022-08-19 10:00:00,3.77,13193.0,United Kingdom
543994,00019,Product_00019,92,2022-07-28 00:00:00,40.64,10252.0,United Kingdom
585351,00033,Product_00033,91,2022-05-19 00:00:00,48.99,13679.0,United Kingdom
564989,00049,Product_00049,70,2023-06-29 09:00:00,13.64,19210.0,United Kingdom
532312,00024,Product_00024,11,2022-06-29 22:00:00,42.42,14070.0,United Kingdom
584575,00019,Product_00019,88,2023-08-09 19:00:00,40.64,16542.0,United Kingdom
588971,00040,Product_00040,55,2022-03-12 08:00:00,21.51,15525.0,United Kingdom
537311,00002,Product_00002,22,2022-01-20 11:00:00,49.64,14278.0,United Kingdom
517191,00047,Product_00047,26,2023-02-02 09:00:00,43.42,17050.0,United Kingdom
542261,00016,Product_00016,40,2022-04-11 22:00:00,14.22,13834.0,United Kingdom
535566,00030,Product_00030,42,2023-09-01 12:00:00,38.2,19029.0,United Kingdom
537760,00006,Product_00006,75,2022-07-16 17:00:00,36.56,10735.0,United Kingdom
557046,00005,Product_00005,59,2023-01-19 11:00:00,9.47,13658.0,United Kingdom
521289,00001,Product_00001,101,2022-11-11 05:00:00,45.54,11158.0,United Kingdom
599250,00048,Product_00048,172,2023-02-16 05:00:00,27.42,17352.0,United Kingdom
539315,00017,Product_00017,33,2023-09-09 01:00:00,16.78,14375.0,United Kingdom
568010,00047,Product_00047,42,2023-07-24 23:00:00,43.42,17352.0,United Kingdom
569930,00038,Product_00038,95,2023-06-07 14:00:00,29.15,12073.0,United Kingdom
566563,00048,Product_00048,80,2023-08-26 13:00:00,37.12,16945.0,United Kingdom
529574,00006,Product_00006,63,2023-04-05 22:00:00,36.56,12065.0,United Kingdom
589177,00017,Product_00017,59,2023-05-26 12:00:00,24.53,11665.0,United Kingdom
549590,00011,Product_00011,81,2023-02-12 02:00:00,47.1,15150.0,United Kingdom
510135,00002,Product_00002,98,2022-06-06 05:00:00,49.64,13395.0,United Kingdom
597397,00017,Product_00017,36,2023-05-08 09:00:00,24.53,11267.0,United Kingdom
575888,00041,Product_00041,54,2022-04-15 07:00:00,32.3,14860.0,United Kingdom
531483,00022,Product_00022,27,2022-11-24 07:00:00,30.62,12318.0,United Kingdom
531687,00023,Product_00023,59,2023-07-12 10:00:00,47.81,15723.0,United Kingdom
533083,00009,Product_00009,26,2023-04-18 01:00:00,44.05,16288.0,United Kingdom
597955,00032,Product_00032,151,2023-04-08 13:00:00,14.89,16651.0,United Kingdom
554084,00020,Product_00020,106,2023-12-01 07:00:00,40.36,12116.0,United Kingdom
547810,00014,Product_00014,26,2023-05-22 05:00:00,8.11,17703.0,United Kingdom
512975,00030,Product_00030,18,2023-09-02 03:00:00,38.2,16876.0,United Kingdom
559382,00016,Product_00016,95,2023-09-17 09:00:00,14.22,12481.0,United Kingdom
577194,00044,Product_00044,34,2023-09-19 02:00:00,47.92,13990.0,United Kingdom
563286,00019,Product_00019,90,2022-12-18 04:00:00,40.64,11153.0,United Kingdom
580522,00017,Product_00017,17,2023-01-15 23:00:00,24.53,16719.0,United Kingdom
558289,00041,Product_00041,91,2022-06-21 20:00:00,32.3,17209.0,United Kingdom
585560,00024,Product_00024,26,2023-11-14 07:00:00,42.42,16893.0,United Kingdom
576834,00030,Product_00030,40,2022-01-19 17:00:00,38.2,19389.0,United Kingdom
591811,00037,Product_00037,117,2023-11-30 11:00:00,9.35,17620.0,United Kingdom
511605,00036,Product_00036,18,2023-09-19 10:00:00,12.24,12113.0,United Kingdom
531250,00015,Product_00015,70,2023-01-29 10:00:00,43.78,15973.0,United Kingdom
512539,00037,Product_00037,16,2023-06-11 19:00:00,9.35,11932.0,United Kingdom
537425,00032,Product_00032,89,2022-04-06 21:00:00,19.75,13571.0,United Kingdom
541895,00050,Product_00050,97,2022-11-18 06:00:00,11.97,,United Kingdom
599211,00029,Product_00029,41,2022-08-30 08:00:00,5.06,17328.0,United Kingdom
557604,00024,Product_00024,41,2023-02-07 11:00:00,42.42,11906.0,United Kingdom
522608,00013,Product_00013,87,2022-10-28 16:00:00,38.9,18939.0,United Kingdom
581339,00004,Product_00004,39,2023-05-04 00:00:00,47.51,16712.0,United Kingdom
563223,00022,Product_00022,42,2022-07-24 09:00:00,30.62,16299.0,United Kingdom
594575,00027,Product_00027,62,2023-10-19 22:00:00,49.91,11753.0,United Kingdom
579871,00049,Product_00049,108,2022-09-07 23:00:00,9.08,10825.0,United Kingdom
561155,00022,Product_00022,126,2023-12-09 15:00:00,30.62,17152.0,United Kingdom
537981,00029,Product_00029,78,2022-10-31 16:00:00,5.06,10655.0,United Kingdom
512776,00024,Product_00024,32,2023-04-15 10:00:00,42.42,,United Kingdom
580080,00036,Product_00036,73,2023-10-12 10:00:00,12.24,19076.0,United Kingdom
582901,00043,Product_00043,72,2022-03-07 07:00:00,32.94,17124.0,United Kingdom
592660,00026,Product_00026,19,2023-09-22 14:00:00,38.42,13814.0,United Kingdom
559091,00044,Product_00044,47,2023-11-02 02:00:00,47.92,16201.0,United Kingdom
582503,00041,Product_00041,39,2022-02-15 14:00:00,32.3,17799.0,United Kingdom
599077,00032,Product_00032,16,2023-04-09 23:00:00,19.75,16000.0,United Kingdom
572739,00028,Product_00028,83,2023-07-17 20:00:00,44.2,16910.0,United Kingdom
516468,00025,Product_00025,31,2023-05-30 09:00:00,24.81,17076.0,United Kingdom
582965,00001,Product_00001,12,2023-02-08 12:00:00,45.54,14472.0,United Kingdom
553332,00043,Product_00043,120,2022-09-15 23:00:00,34.88,14206.0,United Kingdom
544951,00020,Product_00020,52,2022-12-02 06:00:00,27.11,11457.0,United Kingdom
588569,00011,Product_00011,39,2022-07-25 14:00:00,47.1,14017.0,United Kingdom
580903,00006,Product_00006,20,2023-08-08 22:00:00,36.56,17559.0,United Kingdom
538302,00009,Product_00009,70,2022-02-26 10:00:00,44.05,17565.0,United Kingdom
569951,00022,Product_00022,34,2022-09-27 17:00:00,30.62,13979.0,United Kingdom
526308,00021,Product_00021,41,2023-06-18 02:00:00,39.35,16127.0,United Kingdom
594215,00004,Product_00004,102,2022-05-04 11:00:00,35.85,12800.0,United Kingdom
548913,00013,Product_00013,94,2023-08-28 07:00:00,38.9,10020.0,United Kingdom
556121,00021,Product_00021,25,2022-05-07 18:00:00,39.35,19375.0,United Kingdom
545712,00016,Product_00016,60,2022-10-18 13:00:00,14.22,15440.0,United Kingdom
581292,00039,Product_00039,53,2022-10-25 11:00:00,32.12,11061.0,United Kingdom
524704,00037,Product_00037,81,2023-04-13 18:00:00,9.35,19308.0,United Kingdom
548281,00003,Product_00003,46,2022-10-16 18:00:00,30.03,13792.0,United Kingdom
514248,00023,Product_00023,44,2023-09-08 02:00:00,47.81,14470.0,United Kingdom
589190,00001,Product_00001,92,2022-08-11 12:00:00,45.54,12968.0,United Kingdom
522702,00020,Product_00020,174,2022-08-01 23:00:00,28.72,16721.0,United Kingdom
558590,00021,Product_00021,56,2022-05-09 09:00:00,39.35,11826.0,United Kingdom
557441,00038,Product_00038,79,2022-11-22 02:00:00,29.15,12944.0,United Kingdom
568572,00020,Product_00020,89,2023-01-30 06:00:00,30.75,17489.0,United Kingdom
553338,00028,Product_00028,12,2023-10-12 04:00:00,44.2,17960.0,United Kingdom
594355,00005,Product_00005,68,2023-12-29 17:00:00,9.47,18263.0,United Kingdom
591573,00014,Product_00014,128,2022-11-30 02:00:00,8.11,14442.0,United Kingdom
538411,00005,Product_00005,55,2022-05-28 03:00:00,9.47,16839.0,United Kingdom
528861,00029,Product_00029,16,2023-01-25 07:00:00,5.06,15876.0,United Kingdom
521472,00045,Product_00045,173,2022-01-30 20:00:00,20.5,16626.0,United Kingdom
552533,00039,Product_00039,84,2022-09-17 13:00:00,22.86,16265.0,United Kingdom
521355,00014,Product_00014,43,2023-11-23 04:00:00,8.11,14202.0,United Kingdom
578500,00011,Product_00011,14,2023-05-16 21:00:00,47.1,11816.0,United Kingdom
545100,00033,Product_00033,87,2023-04-16 21:00:00,48.99,12930.0,United Kingdom
579598,00036,Product_00036,96,2022-06-20 14:00:00,12.24,18741.0,United Kingdom
524997,00041,Product_00041,91,2023-02-01 20:00:00,32.3,10884.0,United Kingdom
533032,00015,Product_00015,22,2023-02-23 09:00:00,43.78,14126.0,United Kingdom
589779,00011,Product_00011,114,2022-12-04 15:00:00,47.1,19878.0,United Kingdom
549740,00015,Product_00015,62,2023-09-21 18:00:00,43.78,17316.0,United Kingdom
540265,00005,Product_00005,61,2023-10-26 03:00:00,9.47,15790.0,United Kingdom
567792,00034,Product_00034,87,2022-12-29 21:00:00,23.06,,United Kingdom
598494,00002,Product_00002,43,2022-03-01 22:00:00,49.64,11243.0,United Kingdom
556879,00039,Product_00039,65,2023-09-19 05:00:00,22.98,10093.0,United Kingdom
583815,00043,Product_00043,39,2022-07-08 05:00:00,44.07,10328.0,United Kingdom
516505,00001,Product_00001,33,2023-03-31 09:00:00,28.0,16190.0,United Kingdom
547923,00005,Product_00005,95,2022-02-21 20:00:00,9.47,13694.0,United Kingdom
546718,00014,Product_00014,99,2022-04-11 16:00:00,8.11,12279.0,United Kingdom
555948,00009,Product_00009,83,2023-09-30 05:00:00,44.05,15647.0,United Kingdom
598916,00017,Product_00017,95,2022-09-28 10:00:00,24.53,14756.0,United Kingdom
521722,00005,Product_00005,53,2023-05-02 19:00:00,9.47,15470.0,United Kingdom
561653,00013,Product_00013,47,2022-09-01 07:00:00,38.9,12759.0,United Kingdom
560194,00015,Product_00015,58,2023-09-11 18:00:00,43.78,11711.0,United Kingdom
596498,00009,Product_00009,38,2023-05-23 02:00:00,44.05,19897.0,United Kingdom
556625,00021,Product_00021,76,2023-05-14 15:00:00,39.35,16426.0,United Kingdom
573829,00048,Product_00048,44,2022-07-28 17:00:00,37.12,17811.0,United Kingdom
547054,00003,Product_00003,92,2023-08-20 08:00:00,30.03,17309.0,United Kingdom
590047,00036,Product_00036,30,2023-01-07 20:00:00,12.24,13915.0,United Kingdom
583654,00014,Product_00014,19,2023-10-26 09:00:00,8.11,11612.0,United Kingdom
521215,00048,Product_00048,96,2022-08-27 09:00:00,37.12,10523.0,United Kingdom
545355,00001,Product_00001,68,2022-12-17 23:00:00,45.54,14171.0,United Kingdom
566571,00031,Product_00031,26,2022-07-25 10:00:00,45.4,11877.0,United Kingdom
511432,00020,Product_00020,70,2022-07-01 09:00:00,40.36,11325.0,United Kingdom
516896,00011,Product_00011,71,2022-11-23 08:00:00,47.1,14619.0,United Kingdom
597274,00043,Product_00043,96,2023-12-01 10:00:00,44.07,11787.0,United Kingdom
532544,00044,Product_00044,53,2023-11-17 08:00:00,47.92,14875.0,United Kingdom
530223,00014,Product_00014,315,2022-11-20 18:00:00,5.01,14546.0,United Kingdom
530556,00008,Product_00008,86,2023-11-21 20:00:00,38.79,14761.0,United Kingdom
521925,00046,Product_00046,90,2023-09-21 22:00:00,42.9,14507.0,United Kingdom
561300,00010,Product_00010,41,2022-11-27 15:00:00,7.42,14186.0,United Kingdom
572094,00044,Product_00044,90,2022-04-22 11:00:00,47.92,14561.0,United Kingdom
532622,00024,Product_00024,71,2023-04-14 08:00:00,42.42,10083.0,United Kingdom
531156,00038,Product_00038,126,2022-06-16 21:00:00,19.21,10563.0,United Kingdom
547698,00049,Product_00049,219,2022-09-30 16:00:00,8.84,15421.0,United Kingdom
567446,00005,Product_00005,13,2023-12-24 04:00:00,9.47,15581.0,United Kingdom
527331,00004,Product_00004,85,2023-08-23 12:00:00,47.51,12164.0,United Kingdom
559748,00030,Product_00030,24,2023-09-16 07:00:00,38.2,13736.0,United Kingdom
599191,00036,Product_00036,146,2022-03-12 14:00:00,7.37,14464.0,United Kingdom
552131,00033,Product_00033,14,2023-09-07 17:00:00,48.99,13939.0,United Kingdom
580899,00005,Product_00005,38,2023-11-20 14:00:00,9.47,13151.0,United Kingdom
559909,00014,Product_00014,11,2022-09-08 01:00:00,8.11,15966.0,United Kingdom
573572,00019,Product_00019,29,2022-10-05 04:00:00,40.64,11817.0,United Kingdom
599315,00019,Product_00019,53,2023-09-17 09:00:00,40.64,11286.0,United Kingdom
529824,00008,Product_00008,60,2022-07-10 21:00:00,28.83,17378.0,United Kingdom
544321,00023,Product_00023,118,2022-07-31 23:00:00,34.91,19312.0,United Kingdom
595307,00047,Product_00047,33,2022-03-02 20:00:00,29.79,17348.0,United Kingdom
513623,00023,Product_00023,82,2022-06-11 23:00:00,47.81,13649.0,United Kingdom
510364,00012,Product_00012,88,2023-09-12 22:00:00,8.07,12498.0,United Kingdom
541665,00049,Product_00049,248,2022-12-20 12:00:00,8.8,12770.0,United Kingdom
532826,00036,Product_00036,19,2023-02-14 19:00:00,12.24,10195.0,United Kingdom
586127,00050,Product_00050,60,2023-10-14 19:00:00,11.97,19936.0,United Kingdom
565450,00038,Product_00038,81,2023-03-31 14:00:00,29.15,19989.0,United Kingdom
529759,00012,Product_00012,127,2023-12-19 13:00:00,8.07,10764.0,United Kingdom
573411,00006,Product_00006,38,2022-09-01 14:00:00,36.56,11283.0,United Kingdom
595650,00023,Product_00023,44,2022-12-19 15:00:00,36.41,19319.0,United Kingdom
518697,00021,Product_00021,212,2023-07-10 16:00:00,23.92,19972.0,United Kingdom
543044,00011,Product_00011,74,2022-04-09 17:00:00,47.1,15322.0,United Kingdom
514253,00007,Product_00007,79,2023-08-07 00:00:00,23.02,17410.0,United Kingdom
592410,00048,Product_00048,15,2022-02-06 18:00:00,37.12,11673.0,United Kingdom
567459,00025,Product_00025,23,2022-05-13 03:00:00,24.81,13236.0,United Kingdom
586875,00025,Product_00025,17,2022-03-27 00:00:00,24.81,11168.0,United Kingdom
567549,00047,Product_00047,80,2022-09-23 12:00:00,43.42,14896.0,United Kingdom
